query_idx,target_idx,rank,dist,set_size,filter,query_addr,target_addr
224914,239134,76,4.0936970710754395,473741,none,0xa6e0077b33d80bf3eb64cfdf8ec7d023cdd9c62f,0xa062cdd195357112f1ac8aa7648b243d3bb2ee99
219854,44185,1056,5.744023323059082,473741,none,0xc9f03deb105ef7bd43a9ab2c7e285a9afe0fa065,0x5b905114167c80276ad28a997f606c698547fe40
44185,219854,395,5.744023323059082,473741,none,0x5b905114167c80276ad28a997f606c698547fe40,0xc9f03deb105ef7bd43a9ab2c7e285a9afe0fa065
131895,201991,939,6.143013954162598,473741,none,0x19149798f777a3d738777334ccbf0063a04fca3b,0x0492b9170ec01d91f3aa721ff8ada42dd33fbbb8
201991,131895,799,6.143013954162598,473741,none,0x0492b9170ec01d91f3aa721ff8ada42dd33fbbb8,0x19149798f777a3d738777334ccbf0063a04fca3b
123334,221221,27472,8.755769729614258,473741,none,0xbfc019dfcecb30ef03a303915832074e52a213d6,0x70d3d73eb2de714ec307889f277728ddde1798c0
221221,123334,21274,8.755769729614258,473741,none,0x70d3d73eb2de714ec307889f277728ddde1798c0,0xbfc019dfcecb30ef03a303915832074e52a213d6
136,9818,6,5.2057037353515625,473741,none,0x0f4023208058ecffcb22a7409df11f6d6013fe8a,0xbf4e8be3f82446e38a08dc3cb996989340ccb31a
9818,136,8,5.2057037353515625,473741,none,0xbf4e8be3f82446e38a08dc3cb996989340ccb31a,0x0f4023208058ecffcb22a7409df11f6d6013fe8a
240034,218270,2949,6.822697162628174,473741,none,0x4ac1dbe86b2946bdf9d99853567ed5feab3b1bb4,0x7624cf3a128e5801d69a2ea0a13a74a6b3ebad4a
218270,240034,2532,6.822697162628174,473741,none,0x7624cf3a128e5801d69a2ea0a13a74a6b3ebad4a,0x4ac1dbe86b2946bdf9d99853567ed5feab3b1bb4
41524,2327,11,4.535327911376953,473741,none,0x256f87f6012bd1b17a35171581ebcfb859c180ac,0x4811e6996291cd78b9f9272ead30da18774db174
2327,41524,52,4.535327911376953,473741,none,0x4811e6996291cd78b9f9272ead30da18774db174,0x256f87f6012bd1b17a35171581ebcfb859c180ac
226422,205652,2419,7.170114517211914,473741,none,0x8e598ceeeb5d10b68a5cef4f2cac9c701a826c9e,0x7fd8a3e656c90a0e3cd703e4ba46aa4c9d9e84fb
205652,226422,1051,7.170114517211914,473741,none,0x7fd8a3e656c90a0e3cd703e4ba46aa4c9d9e84fb,0x8e598ceeeb5d10b68a5cef4f2cac9c701a826c9e
224370,134265,8126,6.70822286605835,473741,none,0xaa5b38ae64544ea990d2ed4520f619617b22071f,0x4cca5f2f01746b1c13ca7a3dab0462d225795d3a
134265,224370,4087,6.70822286605835,473741,none,0x4cca5f2f01746b1c13ca7a3dab0462d225795d3a,0xaa5b38ae64544ea990d2ed4520f619617b22071f
7536,220463,669,5.258009910583496,473741,none,0x9c4051b1ef2a56c1d2f2ecbdacf453302a042e6c,0x3e44f7067cbc8c7eaf21da4369ffbc72925932a9
220463,7536,423,5.258009910583496,473741,none,0x3e44f7067cbc8c7eaf21da4369ffbc72925932a9,0x9c4051b1ef2a56c1d2f2ecbdacf453302a042e6c
223340,30909,3,4.013792037963867,473741,none,0x7269d7d6f8a76a8faef77a77509826c1fa829c19,0x93d037c12686d7ade2ceaa1edea9b8fdb784b22b
30909,223340,4,4.013792037963867,473741,none,0x93d037c12686d7ade2ceaa1edea9b8fdb784b22b,0x7269d7d6f8a76a8faef77a77509826c1fa829c19
216684,215593,79,5.444878578186035,473741,none,0x1ceb4c4e01fba4c8a4513bca2929f3c68715514d,0x4c463c72b75a5058c901be942e2da4dbd5a31df0
215593,216684,35,5.444878578186035,473741,none,0x4c463c72b75a5058c901be942e2da4dbd5a31df0,0x1ceb4c4e01fba4c8a4513bca2929f3c68715514d
221546,229036,96,4.937259674072266,473741,none,0xdaf1bfff7de972c54d3330820d32818ed942a14c,0x06aeae3d12ced2ff04d0694ed50f940637a64196
229036,221546,124,4.937259674072266,473741,none,0x06aeae3d12ced2ff04d0694ed50f940637a64196,0xdaf1bfff7de972c54d3330820d32818ed942a14c
213561,213412,7062,7.462189197540283,473741,none,0xe99319a2387559b3edfcfdf79af21348467dd5f3,0x2e96ed2281c3069c6abeae5d9560f30f716d44b5
213412,213561,996,7.462189197540283,473741,none,0x2e96ed2281c3069c6abeae5d9560f30f716d44b5,0xe99319a2387559b3edfcfdf79af21348467dd5f3
194014,1217,7169,7.685633659362793,473741,none,0x5b97680e165b4dbf5c45f4ff4241e85f418c66c2,0x974cf1ee678b543f07b3c835bb0a1a0b386808f2
1217,194014,7434,7.685633659362793,473741,none,0x974cf1ee678b543f07b3c835bb0a1a0b386808f2,0x5b97680e165b4dbf5c45f4ff4241e85f418c66c2
35596,213554,333,5.08300256729126,473741,none,0x8ccd39f4d7d340eda0b6445eae2d1781c2243066,0x0eb3ab74c6bf670684e562431bc7a63c328c6325
213554,35596,207,5.08300256729126,473741,none,0x0eb3ab74c6bf670684e562431bc7a63c328c6325,0x8ccd39f4d7d340eda0b6445eae2d1781c2243066
26500,156682,77,5.076054096221924,473741,none,0x5c4b2dbb3f9773186a14a5736c5b13705f0c4c4d,0x6b504fa9c294da59d03ad8443fe8a3947bee5129
156682,26500,112,5.076054096221924,473741,none,0x6b504fa9c294da59d03ad8443fe8a3947bee5129,0x5c4b2dbb3f9773186a14a5736c5b13705f0c4c4d
78146,173487,5018,7.9002556800842285,473741,none,0x8b15e34cea06219114dc8c0912d43a2abc2b79c7,0x2ec7947f3ac9aaaa44b53640506cdc9d848d9489
173487,78146,3060,7.9002556800842285,473741,none,0x2ec7947f3ac9aaaa44b53640506cdc9d848d9489,0x8b15e34cea06219114dc8c0912d43a2abc2b79c7
215263,216021,53,5.062926292419434,473741,none,0xbbdb0b952c6611a6bf73df8a211281feb530018d,0x9efea04be978275426e5e6c7ecd10206d47cfa0d
216021,215263,12,5.062926292419434,473741,none,0x9efea04be978275426e5e6c7ecd10206d47cfa0d,0xbbdb0b952c6611a6bf73df8a211281feb530018d
175593,214957,1,3.781801700592041,473741,none,0x8e2a89ff2f45ed7f8c8506f846200d671e2f176f,0xea9a7c7cd8d4dc3acc6f0aaec1506c8d6041a1c5
214957,175593,5,3.781801700592041,473741,none,0xea9a7c7cd8d4dc3acc6f0aaec1506c8d6041a1c5,0x8e2a89ff2f45ed7f8c8506f846200d671e2f176f
230420,213854,91092,9.77733325958252,473741,none,0xcda84cc75ec5c92a5dacabc13241256beceef964,0x6775e49108cb77cda06fc3bef51bcd497602ad88
213854,230420,18247,9.77733325958252,473741,none,0x6775e49108cb77cda06fc3bef51bcd497602ad88,0xcda84cc75ec5c92a5dacabc13241256beceef964
151278,225343,2,3.6566812992095947,473741,none,0x444538b7215d3616b428e811d2bc0ac7ed34b0ba,0x601ed36ffe6f385c0da754d8346bc24dbf5a0348
225343,151278,5,3.6566812992095947,473741,none,0x601ed36ffe6f385c0da754d8346bc24dbf5a0348,0x444538b7215d3616b428e811d2bc0ac7ed34b0ba
178731,168226,36,4.397420883178711,473741,none,0x190473b3071946df65306989972706a4c006a561,0x2499bff4292d2a2270548acc04b780451247d358
168226,178731,17,4.397420883178711,473741,none,0x2499bff4292d2a2270548acc04b780451247d358,0x190473b3071946df65306989972706a4c006a561
220257,220673,40,4.239766597747803,473741,none,0x485040bf69f8d27ad229fbf881fe6c0ae422cd31,0x4caecfc01ad2907d37f51d23e0691244f4b57692
220673,220257,140,4.239766597747803,473741,none,0x4caecfc01ad2907d37f51d23e0691244f4b57692,0x485040bf69f8d27ad229fbf881fe6c0ae422cd31
211401,211454,1,3.275635004043579,473741,none,0xf0d65a2c1cfa6816570f82f729b8343046cf2081,0x09b80561ded5097a95a6afb2727683ae5bf26b7a
211454,211401,3,3.275635004043579,473741,none,0x09b80561ded5097a95a6afb2727683ae5bf26b7a,0xf0d65a2c1cfa6816570f82f729b8343046cf2081
220262,47459,1435,7.985147953033447,473741,none,0xcc298d2d64118c7b59a1385918982ddf91f7f81c,0x5d2d9aac9982f663541703829a571f4105f587ec
47459,220262,3102,7.985147953033447,473741,none,0x5d2d9aac9982f663541703829a571f4105f587ec,0xcc298d2d64118c7b59a1385918982ddf91f7f81c
413846,138675,82,4.587095260620117,473741,none,0x830ba1078a698c0e318bdff86d1c6a2ffa7c3b0e,0xf550166d48aeec00aa5b2edcfc041451f5473551
138675,413846,130,4.587095260620117,473741,none,0xf550166d48aeec00aa5b2edcfc041451f5473551,0x830ba1078a698c0e318bdff86d1c6a2ffa7c3b0e
126032,126476,67,4.547026634216309,473741,none,0x1057bea69c9add11c6e3de296866aff98366cfe3,0x557f0e214c8e8607a2c1e910802aca23c6c0e72e
126476,126032,34,4.547026634216309,473741,none,0x557f0e214c8e8607a2c1e910802aca23c6c0e72e,0x1057bea69c9add11c6e3de296866aff98366cfe3
17554,206294,88,4.583375453948975,473741,none,0x3b2d04b89d03d2576da7755b72ebf848f5948be0,0xd83b1d6ce70bb2fc2f820836151d94b577a90208
206294,17554,110,4.583375453948975,473741,none,0xd83b1d6ce70bb2fc2f820836151d94b577a90208,0x3b2d04b89d03d2576da7755b72ebf848f5948be0
218594,23058,43507,8.727654457092285,473741,none,0x84e79d544b4b13bc3560069cfd56a9d5bbe7521d,0xe47494379c1d48ee73454c251a6395fdd4f9eb43
23058,218594,38337,8.727654457092285,473741,none,0xe47494379c1d48ee73454c251a6395fdd4f9eb43,0x84e79d544b4b13bc3560069cfd56a9d5bbe7521d
179651,234597,1438,6.5012993812561035,473741,none,0x1ae4ad270cbe649c9771293fe939f5da92d731c6,0xfa2c0abdaedc8099887914ab25ad11b3846655b9
234597,179651,1140,6.5012993812561035,473741,none,0xfa2c0abdaedc8099887914ab25ad11b3846655b9,0x1ae4ad270cbe649c9771293fe939f5da92d731c6
125675,11340,122,4.9107561111450195,473741,none,0xd262d146e869915444d0f34ecdaabab5ab43007e,0x376d5c3a16e9d015e8c584bb2d278e25f0ccb27b
11340,125675,326,4.9107561111450195,473741,none,0x376d5c3a16e9d015e8c584bb2d278e25f0ccb27b,0xd262d146e869915444d0f34ecdaabab5ab43007e
178443,266446,2,3.093877077102661,473741,none,0xf96ae26f355b7dc08be22acee79e4bfee4c28d72,0xa3df6c4899bb33a4780ca747c301be5b058837d7
266446,178443,1,3.093877077102661,473741,none,0xa3df6c4899bb33a4780ca747c301be5b058837d7,0xf96ae26f355b7dc08be22acee79e4bfee4c28d72
220924,168248,61406,8.24731731414795,473741,none,0x25c23372ac16d973c3b513174b0c2d835ba77182,0x472c22ba54e5cb7235981b86c2a060c4488cf2aa
168248,220924,22887,8.24731731414795,473741,none,0x472c22ba54e5cb7235981b86c2a060c4488cf2aa,0x25c23372ac16d973c3b513174b0c2d835ba77182
172756,171601,2619,7.079014778137207,473741,none,0xd58e60cda2b6cb81ac8725d1a869b5f02b61aa6e,0x30051707e0b18cb19e9a7c0704ffea196499646e
171601,172756,3118,7.079014778137207,473741,none,0x30051707e0b18cb19e9a7c0704ffea196499646e,0xd58e60cda2b6cb81ac8725d1a869b5f02b61aa6e
1917,217527,108794,9.867871284484863,473741,none,0x002def85facbb8d72bc3e394f8ca23934af8f06d,0x20b7faa78940b42c5ebdd47258c7eb4178e3bd01
217527,1917,110116,9.867871284484863,473741,none,0x20b7faa78940b42c5ebdd47258c7eb4178e3bd01,0x002def85facbb8d72bc3e394f8ca23934af8f06d
4782,125311,490,6.537905216217041,473741,none,0xd9ea912debc5c51aea67633d67e9bfae5291b20c,0xbc19c726e46bdb227ac85f76eded050f5e8c20bc
125311,4782,822,6.537905216217041,473741,none,0xbc19c726e46bdb227ac85f76eded050f5e8c20bc,0xd9ea912debc5c51aea67633d67e9bfae5291b20c
187269,204709,121,5.399286270141602,473741,none,0xf199b022e3edab7e8ac6e214fad1bdfd31703766,0x92fa836a964fd5544545b18285475f715acb5576
204709,187269,136,5.399286270141602,473741,none,0x92fa836a964fd5544545b18285475f715acb5576,0xf199b022e3edab7e8ac6e214fad1bdfd31703766
223223,126608,6,3.3574793338775635,473741,none,0x013b1054411fd82e1fe18a60bc111aa567b32241,0x12c77d30283f79390ed23b0f05f513d94dc4ceae
126608,223223,6,3.3574793338775635,473741,none,0x12c77d30283f79390ed23b0f05f513d94dc4ceae,0x013b1054411fd82e1fe18a60bc111aa567b32241
10556,157226,8,4.378996849060059,473741,none,0x064440197cf23aefeb0ff972485368a02bb30625,0xd674719e383dab1626c83a5d5a1956da2f5b3b05
157226,10556,13,4.378996849060059,473741,none,0xd674719e383dab1626c83a5d5a1956da2f5b3b05,0x064440197cf23aefeb0ff972485368a02bb30625
184745,35598,108,4.591607570648193,473741,none,0x6a655ff851fc92ca8e2c4cb9a8a571c4f2481acf,0x9b7b2b4f7a391b6f14a81221ae0920a9735b67fb
35598,184745,52,4.591607570648193,473741,none,0x9b7b2b4f7a391b6f14a81221ae0920a9735b67fb,0x6a655ff851fc92ca8e2c4cb9a8a571c4f2481acf
220371,220376,298,4.943787097930908,473741,none,0x08ca409566bbe361e774478f6ca0736385d2f7ac,0x2d0d6a8553993a3e9ed1d86415358d1edefa82f1
220376,220371,205,4.943787097930908,473741,none,0x2d0d6a8553993a3e9ed1d86415358d1edefa82f1,0x08ca409566bbe361e774478f6ca0736385d2f7ac
30072,3092,1442,6.682842254638672,473741,none,0x53be8bf27bc27ea6b7fe3ea0da7f9f21758924a4,0xcf638ea898f751d515efbc6966b24fc5c856f9cc
3092,30072,2142,6.682842254638672,473741,none,0xcf638ea898f751d515efbc6966b24fc5c856f9cc,0x53be8bf27bc27ea6b7fe3ea0da7f9f21758924a4
128487,2994,3649,8.162980079650879,473741,none,0xec3281124d4c2fca8a88e3076c1e7749cfecb7f2,0xe2ca8411d05b4a6bfe0bab9571ecf05916d5971d
2994,128487,12959,8.162980079650879,473741,none,0xe2ca8411d05b4a6bfe0bab9571ecf05916d5971d,0xec3281124d4c2fca8a88e3076c1e7749cfecb7f2
45477,157763,10391,8.19462776184082,473741,none,0xe897a6cb26d4eaf6e4b54af4965eff832a717a62,0xb30b09da480dd907907d98af5102c2034ed7df60
157763,45477,27037,8.19462776184082,473741,none,0xb30b09da480dd907907d98af5102c2034ed7df60,0xe897a6cb26d4eaf6e4b54af4965eff832a717a62
157672,220497,2,3.0787925720214844,473741,none,0x7c419adc4c09787f497a370dda6ec64ade72c020,0xec1f83cf6a6dc7ee04a79c99a67cd3800111b355
220497,157672,7,3.0787925720214844,473741,none,0xec1f83cf6a6dc7ee04a79c99a67cd3800111b355,0x7c419adc4c09787f497a370dda6ec64ade72c020
154845,226186,117,5.215961456298828,473741,none,0xde7e3ec4442ba87247797bea433985449edea893,0xe8256119a8621a6ba3c42e807b261840bde77944
226186,154845,20,5.215961456298828,473741,none,0xe8256119a8621a6ba3c42e807b261840bde77944,0xde7e3ec4442ba87247797bea433985449edea893
167568,94923,1,3.4452054500579834,473741,none,0xe8bf704e1e27067c664177a851166021e96c1071,0xc8c4ab6e1e7dcc4e2957244baba86ed937dc0ee8
94923,167568,3,3.4452054500579834,473741,none,0xc8c4ab6e1e7dcc4e2957244baba86ed937dc0ee8,0xe8bf704e1e27067c664177a851166021e96c1071
190037,43594,9,4.275021076202393,473741,none,0x59a8156b0ebc01850c3bae16a73655cdd681c4c5,0xc1c37a0dfe4898c1847945b7456241ffc123fb7e
43594,190037,7,4.275021076202393,473741,none,0xc1c37a0dfe4898c1847945b7456241ffc123fb7e,0x59a8156b0ebc01850c3bae16a73655cdd681c4c5
174336,175512,4472,7.368798732757568,473741,none,0xfedbf31224203deef56012dee80214aa97d46362,0xe937e88591f641a689e2132a6f633d7b6b1a54c8
175512,174336,1917,7.368798732757568,473741,none,0xe937e88591f641a689e2132a6f633d7b6b1a54c8,0xfedbf31224203deef56012dee80214aa97d46362
224344,221647,71,4.866392135620117,473741,none,0xbf02bfd498ce323c928381b1215ddced27dfbedb,0x1a35824f6d0e2c934d3251d4a43f7fc76df32b59
